Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
CSBR,"Champions Oncology, Inc.",Healthcare,Biotechnology,United States,NJ,7601
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,CA,94010
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,United States,DC,20005
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,CA,95134-1706
CSCI,COSCIENS Biopharma Inc.,Healthcare,Biotechnology,Canada,ON,M5K 1E7
CSIQ,Canadian Solar Inc.,Technology,Solar,Canada,ON,N1K 1E6
CSGS,"CSG Systems International, Inc.",Technology,Softwareâ€”Infrastructure,United States,CO,80112
CSLM,CSLM Acquisition Corp.,Financial Services,Shell Companies,United States,FL,33308
CSLMU,CSLM Acquisition Corp.,Financial Services,Shell Companies,United States,FL,33308
CSLR,"Complete Solaria, Inc.",Technology,Solar,United States,CA,94538
CSPI,CSP Inc.,Technology,Information Technology Services,United States,MA,1854
CSWC,Capital Southwest Corporation,Financial Services,Asset Management,United States,TX,75225
CSQ,Calamos Strategic Total Return Fund,Financial Services,Asset Management,United States,IL,60563-2787
CTBI,"Community Trust Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,KY,41502
CSX,CSX Corporation,Industrials,Railroads,United States,FL,32202
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,United States,TX,77546
CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,United States,TX,75240
CTCX,Carmell Corporation,Consumer Defensive,Household & Personal Products,United States,PA,15203
CTAS,Cintas Corporation,Industrials,Specialty Business Services,United States,OH,45262-5737
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,United States,CA,94538
CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services,United States,PA,19335
CTNM,"Contineum Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92121
CTHR,"Charles & Colvard, Ltd.",Consumer Cyclical,Luxury Goods,United States,NC,27560
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,United States,GA,31408
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,NJ,7666
CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,United States,MA,2135
CTNT,Cheetah Net Supply Chain Service Inc.,Consumer Cyclical,Auto & Truck Dealerships,United States,NC,28210
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,94080
CUBA,The Herzfeld Caribbean Basin Fund Inc.,Financial Services,Asset Management,United States,FL,33116
CURI,CuriosityStream Inc.,Communication Services,Broadcasting,United States,MD,20910
CURIW,CuriosityStream Inc.,Communication Services,Broadcasting,United States,MD,20910
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,NJ,7016
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,United States,OH,43054
CVBF,CVB Financial Corp.,Financial Services,Banksâ€”Regional,United States,CA,91764
CTSO,Cytosorbents Corporation,Healthcare,Medical Devices,United States,NJ,8540
CVLT,"Commvault Systems, Inc.",Technology,Softwareâ€”Application,United States,NJ,7724
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,United States,CA,93060
CVKD,"Cadrenal Therapeutics, Inc.",Healthcare,Biotechnology,United States,FL,32082
CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,United States,NY,11722
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,United States,AZ,85012
CWD,CaliberCos Inc.,Financial Services,Asset Management,United States,AZ,85258
CVRX,"CVRx, Inc.",Healthcare,Medical Devices,United States,MN,55445
CUTR,"Cutera, Inc.",Healthcare,Medical Devices,United States,CA,94005-1021
CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,United States,AZ,85281
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,United States,VT,5701
CXAI,CXApp Inc.,Technology,Softwareâ€”Application,United States,CA,94306
CWBC,Community West Bancshares,Financial Services,Banksâ€”Regional,United States,CA,93720
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,NJ,7922
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2142
CYTHW,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,FL,32653
CYN,Cyngn Inc.,Technology,Softwareâ€”Application,United States,CA,94025
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,United States,CA,94080
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,United States,TN,37027
CZNC,Citizens & Northern Corporation,Financial Services,Banksâ€”Regional,United States,PA,16901
CYCCP,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,NJ,7922
DAKT,"Daktronics, Inc.",Technology,Electronic Components,United States,SD,57006
CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,FL,32653
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banksâ€”Regional,United States,PA,16933
CZWI,"Citizens Community Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,WI,54701
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,NV,89501
DALN,DallasNews Corporation,Communication Services,Publishing,United States,TX,75222-4866
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,United States,CA,94107
DAIO,Data I/O Corporation,Technology,Electronic Components,United States,WA,98052
DARE,"DarÃ© Bioscience, Inc.",Healthcare,Biotechnology,United States,CA,92122
DAVE,Dave Inc.,Technology,Softwareâ€”Application,United States,CA,90019
DATSW,"DatChat, Inc.",Technology,Softwareâ€”Application,United States,NJ,8901
DATS,"DatChat, Inc.",Technology,Softwareâ€”Application,United States,NJ,8901
DAVEW,Dave Inc.,Technology,Softwareâ€”Application,United States,CA,90019
DAWN,"Day One Biopharmaceuticals, Inc.",Healthcare,Biotechnology,United States,CA,94005
DBGI,"Digital Brands Group, Inc.",Consumer Cyclical,Apparel Retail,United States,TX,78701
DBGIW,"Digital Brands Group, Inc.",Consumer Cyclical,Apparel Retail,United States,TX,78701
DBX,"Dropbox, Inc.",Technology,Softwareâ€”Infrastructure,United States,CA,94158
DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,NY,11788
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,United States,NY,10001
DCBO,Docebo Inc.,Technology,Softwareâ€”Application,Canada,ON,M5V 1R9
DCOMP,"Dime Community Bancshares, Inc.",Financial Services,Banksâ€”Regional,United States,NY,11788
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,United States,NY,10019
DDOG,"Datadog, Inc.",Technology,Softwareâ€”Application,United States,NY,10018
DECAW,Denali Capital Acquisition Corp.,Financial Services,Shell Companies,United States,NY,10022
DECA,Denali Capital Acquisition Corp.,Financial Services,Shell Companies,United States,NY,10022
DECAU,Denali Capital Acquisition Corp.,Financial Services,Shell Companies,United States,NY,10022
DERM,Journey Medical Corporation,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,AZ,85258
DFLI,Dragonfly Energy Holdings Corp.,Industrials,Electrical Equipment & Parts,United States,NV,89521
DGICA,Donegal Group Inc.,Financial Services,Insuranceâ€”Property & Casualty,United States,PA,17547-0302
DGHI,Digihost Technology Inc.,Financial Services,Capital Markets,United States,TX,77023
DGII,Digi International Inc.,Technology,Communication Equipment,United States,MN,55343
DGICB,Donegal Group Inc.,Financial Services,Insuranceâ€”Property & Casualty,United States,PA,17547-0302
DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,United States,MA,1701
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,United States,SC,29319-9966
DFLIW,Dragonfly Energy Holdings Corp.,Industrials,Electrical Equipment & Parts,United States,NV,89521
DHAI,"DIH Holding US, Inc.",Healthcare,Medical Devices,United States,MA,2061
DGLY,"Digital Ally, Inc.",Communication Services,Internet Content & Information,United States,KS,66215
DHAIW,"DIH Holding US, Inc.",Healthcare,Medical Devices,United States,MA,2061
DHC,Diversified Healthcare Trust,Real Estate,REITâ€”Healthcare Facilities,United States,MA,02458-1634
DIBS,"1stdibs.Com, Inc.",Consumer Cyclical,Internet Retail,United States,NY,10010
DIOD,Diodes Incorporated,Technology,Semiconductors,United States,TX,75024
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,United States,GA,30305
DHIL,"Diamond Hill Investment Group, Inc.",Financial Services,Asset Management,United States,OH,43215
DJCO,Daily Journal Corporation,Technology,Softwareâ€”Application,United States,CA,90012
DJTWW,Trump Media & Technology Group Corp.,Communication Services,Internet Content & Information,United States,FL,34232
DJT,Trump Media & Technology Group Corp.,Communication Services,Internet Content & Information,United States,FL,34232
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,United States,MA,2116
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,United States,VA,23320
DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,United States,WI,53572
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,United States,MN,55305
DMRC,Digimarc Corporation,Technology,Information Technology Services,United States,OR,97008
DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas E&P,United States,TX,75219-4541
DNUT,"Krispy Kreme, Inc.",Consumer Defensive,Grocery Stores,United States,NC,28203
DLPN,"Dolphin Entertainment, Inc.",Communication Services,Advertising Agencies,United States,FL,33134
DOCU,"DocuSign, Inc.",Technology,Softwareâ€”Application,United States,CA,94105
DNTH,"Dianthus Therapeutics, Inc.",Healthcare,Biotechnology,United States,NY,10036
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,United States,CA,94080
DOMH,Dominari Holdings Inc.,Healthcare,Biotechnology,United States,NY,10022
DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada,QC,J0E 2L0
DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts,United States,PA,18915
DPCS,DP Cap Acquisition Corp I,Financial Services,Shell Companies,United States,MA,2115
DPRO,Draganfly Inc.,Industrials,Aerospace & Defense,Canada,SK,S7N 1Y8
DOMO,"Domo, Inc.",Technology,Softwareâ€”Application,United States,UT,84003
DPCSU,DP Cap Acquisition Corp I,Financial Services,Shell Companies,United States,MA,2115
DOX,Amdocs Limited,Technology,Softwareâ€”Infrastructure,United States,MO,63141
DRIO,DarioHealth Corp.,Healthcare,Health Information Services,United States,NY,10019
DPCSW,DP Cap Acquisition Corp I,Financial Services,Shell Companies,United States,MA,2115
DRMAW,"Dermata Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92130
DRCT,"Direct Digital Holdings, Inc.",Communication Services,Advertising Agencies,United States,TX,77027
DRMA,"Dermata Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92130
DRRX,DURECT Corporation,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,CA,95014-4166
DRUG,Bright Minds Biosciences Inc.,Healthcare,Biotechnology,United States,NY,10013
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92011
DSGR,"Distribution Solutions Group, Inc.",Industrials,Industrial Distribution,United States,TX,76102
DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense,United States,VA,22202
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto & Truck Dealerships,United States,NC,28202
DSGX,The Descartes Systems Group Inc.,Technology,Softwareâ€”Application,Canada,ON,N2V 1C6
DSP,Viant Technology Inc.,Technology,Softwareâ€”Application,United States,CA,92612
DTI,Drilling Tools International Corporation,Energy,Oil & Gas Equipment & Services,United States,TX,77042
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,United States,NC,27701
DTST,Data Storage Corporation,Technology,Information Technology Services,United States,NY,11747
DTSTW,Data Storage Corporation,Technology,Information Technology Services,United States,NY,11747
DTSQU,DT Cloud Star Acquisition Corporation,Financial Services,Shell Companies,United States,NY,11201
DUOL,"Duolingo, Inc.",Technology,Softwareâ€”Application,United States,PA,15206
DVAX,Dynavax Technologies Corporation,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,CA,94608
DUOT,"Duos Technologies Group, Inc.",Technology,Softwareâ€”Application,United States,FL,32256
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Equipment & Services,United States,TX,79701
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,United States,CA,92121
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,United States,TX,77040
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,Apparel Retail,United States,MA,2021
DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,United States,TN,37830
DXYN,"The Dixie Group, Inc.",Consumer Cyclical,Textile Manufacturing,United States,GA,30720
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2451
DYAI,"Dyadic International, Inc.",Healthcare,Biotechnology,United States,FL,33477-5094
EAST,"Eastside Distilling, Inc.",Consumer Defensive,Beveragesâ€”Wineries & Distilleries,United States,OR,97211
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,CA,94065
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,United States,CA,95125
EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,Banksâ€”Regional,United States,MT,59601
EBC,"Eastern Bankshares, Inc.",Financial Services,Banksâ€”Regional,United States,MA,2110
ECDAW,"ECD Automotive Design, Inc.",Consumer Cyclical,Auto Manufacturers,United States,FL,34758
ECDA,"ECD Automotive Design, Inc.",Consumer Cyclical,Auto Manufacturers,United States,FL,34758
ECOR,"electroCore, Inc.",Healthcare,Medical Devices,United States,NJ,7866
ECPG,"Encore Capital Group, Inc.",Financial Services,Mortgage Finance,United States,CA,92108
EBTC,"Enterprise Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MA,1852
EDBLW,Edible Garden AG Incorporated,Consumer Defensive,Farm Products,United States,NJ,7823
ECBK,"ECB Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MA,2149
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,United States,MA,2141
EDBL,Edible Garden AG Incorporated,Consumer Defensive,Farm Products,United States,NJ,7823
EDSA,"Edesa Biotech, Inc.",Healthcare,Biotechnology,Canada,ON,L3R 5H6
EEIQ,EpicQuest Education Group International Limited,Consumer Defensive,Education & Training Services,United States,OH,45042
EDUC,Educational Development Corporation,Communication Services,Publishing,United States,OK,74146
EEFT,"Euronet Worldwide, Inc.",Technology,Softwareâ€”Infrastructure,United States,KS,66211
EFSCP,Enterprise Financial Services Corp,Financial Services,Banksâ€”Regional,United States,MO,63105
EFSC,Enterprise Financial Services Corp,Financial Services,Banksâ€”Regional,United States,MO,63105
EGBN,"Eagle Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,MD,20814
EFOI,"Energy Focus, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,OH,44139
EGHT,"8x8, Inc.",Technology,Softwareâ€”Application,United States,CA,95008
EGAN,eGain Corporation,Technology,Softwareâ€”Application,United States,CA,94089
EGIO,"Edgio, Inc.",Technology,Softwareâ€”Infrastructure,United States,AZ,85028
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers,United States,TX,78717
EGRX,"Eagle Pharmaceuticals, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,NJ,7677
ELBM,Electra Battery Materials Corporation,Basic Materials,Other Industrial Metals & Mining,Canada,ON,M5H 2L3
EKSO,"Ekso Bionics Holdings, Inc.",Healthcare,Medical Instruments & Supplies,United States,CA,94901
ELAB,Elevai Labs Inc.,Healthcare,Biotechnology,United States,CA,92660
ELTX,"Elicio Therapeutics, Inc.",Healthcare,Biotechnology,United States,MA,2210
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,CA,92612
ELSE,"Electro-Sensors, Inc.",Technology,Scientific & Technical Instruments,United States,MN,55343-9108
ELUT,Elutia Inc.,Healthcare,Medical Devices,United States,MD,20904
ELVA,Electrovaya Inc.,Industrials,Electrical Equipment & Parts,Canada,ON,L5N 1P8
ELEV,"Elevation Oncology, Inc.",Healthcare,Biotechnology,United States,MA,2110
EMBC,Embecta Corp.,Healthcare,Medical Instruments & Supplies,United States,NJ,7054
ELVN,"Enliven Therapeutics, Inc.",Healthcare,Biotechnology,United States,CO,80301
ELYM,"Eliem Therapeutics, Inc.",Healthcare,Biotechnology,United States,DE,19808-1609
